MoPHCode,rep,2019,2021,2022,2023,2024,2025,2026,2027,2028,registrationDate,registrationMonth,registrationYear
8931,,,,,,,,2026,,,30,1,2017
8933,,,,,,,,2026,,,30,1,2017
8996,,,,,,,,2026,,,15,2,2017
508,,,,,,,,,2027,,16,12,1998
611,,,,,,,,,2027,,12,3,1992
4684,,,,,2023,,,,,,,,
8560,,,,,,,,,,2028,19,12,2015
612,,,,,2023,,,,,,12,3,1992
4417,,,,,2023,,,,,,,,
3559,,,,,2023,,,,,,13,4,2005
6905,,,,,,,2025,,,,29,2,2012
10136,,,,,,2024,,,,,10,10,2019
6027,,,,,2023,,,,,,8,9,2010
7539,,,,,,,,,2027,,21,8,2013
10967,,,,,,,,2026,,,21,2,2021
9261,,,,,,,2025,,,,11,10,2017
7897,,,,,2023,,,,,,20,11,2014
9530,,,,2022,,,,,,,30,5,2018
10364,,,,,,,,,,2028,9,9,2020
10363,,,,,,,,,,2028,9,9,2020
8017,,,,,2023,,,,,,2,12,2014
8052,,,,,,,,,,2028,12,3,2015
9351,,,,,,,,2026,,,13,12,2017
10491,,,,,,,2025,,,,26,11,2020
6697,,,,,2023,,,,,,11,1,2012
4898,,,,,2023,,,,,,,,
9352,,,,,,,,2026,,,13,12,2017
10490,,,,,,,2025,,,,26,11,2020
6696,,,,,2023,,,,,,11,1,2012
4505,,,,,2023,,,,,,,,
4613,,,,,2023,,,,,,,,
1527,,,,,,,,,2027,,5,12,1999
7969,,,,,2023,,,,,,2,12,2014
1087,,,,,,,2025,,,,20,2,1985
8193,,,,,,,,,,2028,14,5,2015
7532,,,,2022,,,,,,,10,12,2012
3514,,,,,,,,,2027,,5,3,2004
6014,,,,,2023,,,,,,8,9,2010
4688,,,,,,,,2026,,,,,
7687,,,,,2023,,,,,,19,8,2014
11846,,,,,,,,,,2028,20,9,2023
4411,,,,,2023,,,,,,,,
8156,,,,,,,,,2027,,21,4,2015
5504,,,,,2023,,,,,,22,6,2009
8563,,,,,,,,,,2028,27,1,2016
3526,,,,,2023,,,,,,13,4,2005
5239,,,,,2023,,,,,,2,5,2007
10366,,,,,,,,,,2028,9,9,2020
759,,,,2022,,,,,,,29,10,2003
4903,,,,,2023,,,,,,7,8,1996
4904,,,,,2023,,,,,,7,8,1996
4559,,,,,2023,,,,,,,,
4532,,,,,2023,,,,,,,,
4490,,,,,2023,,,,,,,,
4488,,,,,2023,,,,,,,,
4492,,,,,2023,,,,,,,,
4494,,,,,2023,,,,,,,,
4590,,,,,2023,,,,,,,,
4594,,,,,2023,,,,,,,,
4591,,,,,2023,,,,,,,,
4592,,,,,2023,,,,,,,,
7494,,,,2022,,,,,,,23,10,2013
11611,,,,,,,,,,2028,20,11,2023
9215,,,,,,,,,2027,,17,5,2017
3414,,,,,2023,,,,,,13,2,1992
4368,,,,,2023,,,,,,,,
4367,,,,,2023,,,,,,,,
4369,,,,,2023,,,,,,,,
8652,,,,,,2024,,,,,22,3,2016
10938,,,,,,,,2026,,,4,4,2022
3415,,,,,2023,,,,,,12,3,1997
10939,,,,,,,,2026,,,4,4,2022
8928,,,,,,,,,,2028,4,10,2016
11171,,,,,,,,,2027,,1,2,2023
5095,,,,,2023,,,,,,7,5,2003
4467,,,,,2023,,,,,,,,
7661,,,,,2023,,,,,,7,11,2013
11726,,,,,,,,,,2028,21,12,2023
7660,,,,,2023,,,,,,7,11,2013
11727,,,,,,,,,,2028,21,12,2023
9061,,,,,,,,2026,,,4,5,2017
10671,,,,,,,,,,2028,14,10,2020
3695,,,,,2023,,,,,,13,2,1992
3694,,,,,2023,,,,,,13,2,1992
6336,,,,,,2024,,,,,20,6,2011
5235,,,,,2023,,,,,,9,4,2008
2767,,,,,,,,,,2028,12,1,1989
11805,,,,,,,,,,2028,1,11,2023
4439,,,,,2023,,,,,,,,
4414,,,,,2023,,,,,,,,
7875,,,,,2023,,,,,,23,6,2014
6400,,,,,,,,,,2028,4,7,2011
9330,REP,,2021,,,,,,,,7,6,2017
11370,,,,,,,,,2027,,30,8,2022
10365,,,,,,2024,,,,,9,9,2020
3977,,,,,,2024,,,,,19,4,2006
10452,,,,,,,2025,,,,6,11,2020
8593,,,,,,2024,,,,,16,3,2016
8724,,,,,,2024,,,,,29,7,2016
3978,,,,,,2024,,,,,19,4,2006
10453,,,,,,,2025,,,,6,11,2020
3976,,,,,,2024,,,,,19,4,2006
10451,,,,,,,2025,,,,6,11,2020
4075,,,,,,,,2026,,,28,2,2007
8725,,,,,,2024,,,,,28,7,2016
5114,,,,,,2024,,,,,24,10,2007
10454,,,,,,,2025,,,,6,11,2020
176,,,,,,,,,,2028,31,7,1996
9017,,,,,,,,,2027,,20,12,2016
9329,,,,,,,,,2027,,4,10,2017
7630,,,,,2023,,,,,,7,8,2013
10255,,,,,,2024,,,,,9,7,2020
11809,,,,,,,,,,2028,2,4,2024
10623,,,,,,,2025,,,,17,6,2021
11810,,,,,,,,,,2028,2,4,2024
10329,,,,,,2024,,,,,17,6,2020
2755,,,,,,,,2026,,,21,11,2002
6402,,,,,,2024,,,,,18,5,2011
5205,,,,,,,,2026,,,9,4,2008
10090,,,,,2023,,,,,,21,8,2019
6144,,,,,,,,,,2028,5,1,2011
6096,,,,,,2024,,,,,27,9,2010
8274,,,,,,,,,,2028,15,7,2015
8275,,,,,,,,,,2028,15,7,2015
11861,,,,,,,,,,2028,22,7,2024
7697,,,,,2023,,,,,,7,4,2014
8411,,,,,2023,,,,,,7,7,2015
7612,,,,,2023,,,,,,23,6,2014
9687,,,,2022,,,,,,,30,5,2018
9409,,,,,,,,,,2028,14,3,2018
9410,,,,,,,,,,2028,14,3,2018
10290,,,,,,2024,,,,,5,8,2020
3711,,,,,,2024,,,,,,,
9769,,,,,,,,,2027,,16,1,2019
6182,,,,,,,,,,2028,22,1,2011
11840,,,,,,,,,,2028,25,6,2024
2579,,,,,,,,,2027,,7,11,1973
7235,,,,,,,,,,2028,22,5,2013
8098,,,,,,2024,,,,,17,1,2015
10852,,,,,,,,2026,,,13,10,2021
11663,,,,,,,,,,2028,19,2,2024
1459,,,,,,,,,,2028,8,12,1998
1460,,,,,,,,,,2028,8,12,1998
11310,,,,,,,,2026,,,17,11,2022
11694,,,,,,,,,,2028,19,2,2024
10289,,,,,,2024,,,,,5,8,2020
7761,,,,,2023,,,,,,23,4,2014
3268,,,,,,,,2026,,,15,11,2002
4316,,,,,2023,,,,,,15,10,1997
4317,,,,,2023,,,,,,15,10,1997
4319,,,,,2023,,,,,,15,10,1997
11035,,,,,,,,2026,,,17,8,2022
5071,,,,,,,,2026,,,17,9,2007
6213,,,,,,2024,,,,,21,2,2011
6420,,,,,,2024,,,,,21,2,2011
6421,,,,,,2024,,,,,21,2,2011
9083,,,,,,,,2026,,,29,11,2016
11121,,,,,,,,2026,,,26,1,2022
5135,,,,2022,,,,,,,1,6,2007
7183,,,,2022,,,,,,,25,2,2013
10838,,,,,,,,2026,,,15,9,2021
2937,,,,,,2024,,,,,23,6,2003
8577,,,,,,2024,,,,,12,1,2016
10839,,,,,,,,2026,,,15,9,2021
2936,,,,,,,,,,2028,18,7,2003
11832,,,,,,,,,,2028,17,4,2024
1301,,,,,,,,,,2028,14,8,2001
1302,,,,,,,,,,2028,14,8,2001
7826,,,,,2023,,,,,,26,8,2014
7827,,,,,2023,,,,,,26,8,2014
11155,,,,,,,,2026,,,13,10,2022
11156,,,,,,,,2026,,,13,10,2022
3411,,,,,,,,2026,,,,,
3412,,,,,,,,2026,,,,,
2905,,,,,,,,,2027,,28,1,1991
544,,,,,,,,,,2028,17,7,2003
6284,,,,,,2024,,,,,20,5,2011
141,,,,,,,,,,2028,17,7,1974
8018,,,,,,,,,,2028,20,8,2014
3920,,,,,,,,,,2028,8,2,2006
7852,,,,,2023,,,,,,29,9,2014
6561,,,,,,,,2026,,,28,12,2011
542,,,,,,,,,,2028,,,
8270,,,,,,,,,,2028,25,6,2015
8225,,,,,2023,,,,,,3,12,2014
9455,,,,2022,,,,,,,10,4,2018
2043,,,,,,,,,2027,,6,5,1996
6757,,,,,,,,2026,,,29,2,2012
8761,,,,,2023,,,,,,27,7,2016
1007,,,,,,,,,,2028,5,7,2003
2904,,,,,,,,,,2028,23,9,1994
8272,,,,,,,,,,2028,25,6,2015
117,,,,,,,,2026,,,28,4,1983
8616,,,,,,,,2026,,,20,8,2015
8929,,,,,,,,2026,,,14,10,2016
968,,,,,,2024,,,,,17,3,2004
5593,,,,,,,,2026,,,7,8,2009
6739,,,,,,,,2026,,,26,4,2012
8226,,,,,,,,2026,,,12,2,2015
969,,,,,,2024,,,,,17,3,2004
7319,,,,,2023,,,,,,1,2,2013
5332,,,,,,,,,,2028,18,12,2008
6767,,,,,,,,2026,,,26,10,2011
5986,,,,,,,,2026,,,16,6,2010
6738,,,,,,,,2026,,,26,4,2012
9118,,,,,,2024,,,,,22,3,2017
7069,,,,,2023,,,,,,2,5,2012
11539,,,,,,,,,2027,,25,7,2023
7253,,,,,,,,,,2028,17,7,2013
9299,,,,,,2024,,,,,10,10,2017
3172,,,,,,,,,,2028,,,
6664,,,,,,,,,,2028,21,12,2011
10026,,,,,,,,,,2028,19,9,2019
8269,,,,,,,,,,2028,25,6,2015
8048,,,,,2023,,,,,,7,1,2015
9269,,,,,,,,2026,,,15,3,2017
5612,,,,,2023,,,,,,18,9,2009
9357,,,,,,2024,,,,,29,11,2017
7179,,,,,,,,,,2028,7,11,2012
7178,,,,,,,,,,2028,7,11,2012
9270,,,,,,,,2026,,,15,3,2017
9356,,,,,,2024,,,,,29,11,2017
3905,,,,,,,,,,2028,13,8,2003
3904,,,,,,,,,,2028,13,8,2003
10086,,,,,,2024,,,,,11,12,2019
4025,,,,,,,,2026,,,28,2,2007
10087,,,,,,2024,,,,,11,12,2019
5334,,,,,,,,2026,,,16,12,2008
5595,,,,,,,,2026,,,19,8,2009
8909,REP,,2021,,,,,,,,30,11,2016
10508,,,,,,,2025,,,,5,11,2020
8908,REP,,2021,,,,,,,,30,11,2016
10507,,,,,,,2025,,,,5,11,2020
10975,,,,,,,,2026,,,24,4,2019
11022,,,,,,,,2026,,,4,4,2022
11021,,,,,,,,2026,,,4,4,2022
6470,,,,,,,,,,2028,22,8,2011
8292,,,,,,,,,,2028,2,9,2015
11225,,,,,,,,,2027,,22,2,2023
11316,,,,,,,,,2027,,22,2,2023
138,,,,,,,,,,2028,2,12,1987
4596,,,,,2023,,,,,,,,
9114,,,,,,,,,,2028,20,6,2017
6352,,,,,,,,,,2028,6,6,2011
10143,,,,,,2024,,,,,6,11,2019
4246,,,,,2023,,,,,,3,12,1997
5792,,,,,2023,,,,,,22,1,2010
5979,,,,,2023,,,,,,22,1,2010
10106,,,,,,2024,,,,,28,11,2019
10474,,,,,,,2025,,,,13,11,2020
11646,,,,,,,,,,2028,19,12,2023
11228,,,,,,,,,2027,,30,9,2022
3980,,,,,,,,,,2028,1,11,2006
10695,,,,,,,2025,,,,29,1,2021
11484,,,,,,,,,2027,,13,7,2023
10836,,,,,,,,2026,,,12,10,2021
10334,,,,,,2024,,,,,16,9,2020
9036,,,,,,,,,,2028,5,4,2017
3981,,,,,,,,,,2028,1,11,2006
10696,,,,,,,2025,,,,29,1,2021
11485,,,,,,,,,2027,,13,7,2023
10837,,,,,,,,2026,,,12,10,2021
10333,,,,,,2024,,,,,16,9,2020
9037,,,,,,,,,,2028,5,4,2017
6401,,,,,,2024,,,,,5,9,2011
11864,,,,,,,,,,2028,23,7,2024
7733,,,,,,,,,,2028,31,5,2014
11637,,,,,,,,,,2028,13,5,2020
3996,,,,2022,,,,,,,2,5,2007
10011,,,,,2023,,,,,,2,7,2019
10608,,,,,,,2025,,,,18,2,2021
7536,,,,2022,,,,,,,23,10,2013
8531,,,,,2023,,,,,,15,5,2013
8532,,,,,2023,,,,,,15,5,2013
7485,,,,,,2024,,,,,7,12,2013
11638,,,,,,,,,,2028,2,5,2023
9387,,,,,,,,,,2028,,,
9734,,,,,,,,,,2028,30,1,2019
10012,,,,,2023,,,,,,2,7,2019
9151,,,,2022,,,,,,,17,5,2017
11802,,,,,,,,,,2028,10,4,2019
5976,,,,,,2024,,,,,16,7,2010
10562,,,,,,,,2026,,,20,1,2021
5157,,,,,,,,2026,,,20,2,2008
9260,,,,,,,,2026,,,26,10,2011
10798,,,,,,,,2026,,,13,7,2021
11888,,,,,,,,,,2028,11,9,2024
11889,,,,,,,,,,2028,11,9,2024
7698,,,,,,,,,,2028,23,6,2014
8036,,,,,,,,,,2028,18,12,2014
7798,,,,,2023,,,,,,14,5,2014
5583,,,,,2023,,,,,,5,8,2009
11567,,,,,,,,,2027,,13,7,2021
9994,,,,,2023,,,,,,24,7,2019
11291,,,,,,,,,2027,,14,10,2022
4677,,,,,2023,,,,,,,,
10188,,,,,,2024,,,,,7,5,2020
7755,,,,,,,,,,2028,12,8,2014
8695,,,,,,,,2026,,,15,7,2016
9259,,,,,,,,2026,,,20,9,2017
6163,,,,,,2024,,,,,20,1,2010
9244,,,,,,,,2026,,,4,5,2017
8741,,,,,,2024,,,,,23,8,2016
10799,,,,,,,,2026,,,13,7,2021
11887,,,,,,,,,,2028,11,9,2024
9545,,,,,2023,,,,,,13,6,2018
6557,,,,,2023,,,,,,16,11,2011
11566,,,,,,,,,2027,,21,7,2022
11290,,,,,,,,,2027,,14,10,2022
7600,,,,,2023,,,,,,11,2,2014
9433,,,,,,,,,,2028,10,4,2018
9340,REP,,2021,,,,,,,,20,11,2018
10563,,,,,,,,2026,,,20,1,2021
10354,,,,,,2024,,,,,19,8,2020
10600,,,,,,,2025,,,,14,10,2020
10335,,,,,,2024,,,,,24,6,2020
10429,,,,,,2024,,,,,24,6,2020
10845,,,,,,,,2026,,,11,3,2022
2708,,,,,,,,2026,,,30,7,2004
11559,,,,,,,,,2027,,22,6,2023
10607,,,,,,,2025,,,,18,2,2021
4608,,,,,2023,,,,,,,,
1204,,,,,,,,,2027,,10,9,1969
7291,,,,,,,,2026,,,25,7,2013
8777,,,,,,,,,,2028,18,4,2016
7292,,,,,,,,2026,,,25,7,2013
3110,,,,,,,,2026,,,21,8,2002
8306,,,,,2023,,,,,,7,7,2015
11203,,,,,,,,,2027,,31,10,2022
5983,,,,,2023,,,,,,29,7,2010
8544,,,,,,2024,,,,,16,12,2015
9437,,,,,,2024,,,,,14,3,2018
5468,,,,,2023,,,,,,3,4,2009
7316,,,,2022,,,,,,,4,7,2013
8589,,,,,,2024,,,,,27,5,2015
5087,,,,,2023,,,,,,17,1,2008
6029,,,,,2023,,,,,,28,5,2008
9072,,,,,,,,,,2028,14,6,2017
6344,,,,,2023,,,,,,23,5,2011
11575,,,,,,,,,2027,,14,9,2023
10949,,,,,,,,2026,,,1,2,2022
6345,,,,,2023,,,,,,23,5,2011
11576,,,,,,,,,2027,,14,9,2023
10948,,,,,,,,2026,,,1,2,2022
11166,,,,,,,,2026,,,2,6,2022
10913,,,,,,,,2026,,,12,1,2022
9318,,,,,,,,,,2028,19,10,2017
5639,,,,,2023,,,,,,15,9,2009
8070,,,,,,2024,,,,,13,11,2014
9081,REP,,2021,,,,,,,,21,2,2017
9317,,,,,,,,,,2028,28,11,2017
5547,,,,,2023,,,,,,10,7,2009
8588,,,,,,2024,,,,,16,3,2016
11593,,,,,,,,,2027,,27,6,2023
5546,,,,,2023,,,,,,10,7,2009
10181,,,,,,,,,,2028,28,11,2019
10692,,,,,,,2025,,,,23,3,2021
9414,,,,,,,,,,2028,20,3,2018
8285,,,,,,,,,2027,,20,8,2015
11244,,,,,,,,,2027,,30,9,2022
9395,,,,,,,,2026,,,8,12,2016
10863,,,,,,,,2026,,,1,4,2022
2014,,,,,,,,2026,,,18,7,2003
5185,,,,,,,,,,2028,12,1,2008
11245,,,,,,,,,2027,,30,9,2022
2015,,,,,,,,2026,,,18,7,2003
7032,,,,,,,,,,2028,5,11,2012
9837,,,,,,,,,,2028,8,5,2019
6915,,,,,,,,2026,,,11,10,2012
6914,,,,,,,,2026,,,11,10,2012
10205,,,,,,2024,,,,,21,5,2020
6583,,,,,,,,,,2028,18,5,2011
10749,,,,,,,2025,,,,28,5,2021
850,,,,,,,,,,2028,5,12,1990
5848,,,,,,,,,,2028,31,3,2010
5849,,,,,,,,,,2028,31,3,2010
7148,,,,,,,,,2027,,14,11,2012
7149,,,,,,,,,2027,,14,11,2012
11670,,,,,,,,,2027,,13,4,2023
11671,,,,,,,,,2027,,13,4,2023
11672,,,,,,,,,2027,,13,4,2023
8446,REP,2019,,,,,,,,,19,12,2015
11039,,,,,,,,2026,,,4,4,2022
521,,,,,,,,2026,,,6,9,2002
522,,,,,,,,2026,,,6,9,2002
11311,,,,,,,,2026,,,13,4,2022
11312,,,,,,,,2026,,,13,4,2022
8565,,,,,,,,,2027,,4,2,2016
4291,,,,,2023,,,,,,,,
7159,,,,,2023,,,,,,,,
3885,,,,,2023,,,,,,11,2,1995
8279,,,,,2023,,,,,,8,7,2015
9694,,,,,2023,,,,,,7,2,2018
10206,,,,,,2024,,,,,14,5,2020
9289,,,,,,,,,,2028,14,3,2017
4292,,,,,2023,,,,,,,,
9014,,,,,,,,2026,,,13,4,2017
9693,,,,,2023,,,,,,7,2,2018
439,,,,,,,,,,2028,20,5,1970
7406,,,,2022,,,,,,,9,5,2013
5497,,,,,2023,,,,,,17,6,2009
9885,,,,,2023,,,,,,23,4,2019
8744,,,,,,2024,,,,,11,2,2016
9411,,,,2022,,,,,,,21,12,2017
9884,,,,,2023,,,,,,23,4,2019
8691,,,,,,,,,2027,,28,9,2016
5498,,,,,2023,,,,,,17,6,2009
441,,,,,,2024,,,,,,,
7868,,,,,,2024,,,,,23,6,2014
442,,,,,,2024,,,,,,,
6904,,,,,2023,,,,,,22,6,2012
416,,,,,,,,,,2028,21,12,1966
417,,,,,,,,,,2028,1,10,1973
11844,,,,,,,,,,2028,24,8,2023
6028,,,,,2023,,,,,,8,9,2010
7041,,,,2022,,,,,,,6,3,2013
11173,,,,,,,,,2027,,17,11,2022
9732,,,,,2023,,,,,,12,12,2018
4667,,,,,2023,,,,,,,,
4459,,,,,2023,,,,,,,,
4666,,,,,2023,,,,,,,,
4461,,,,,2023,,,,,,,,
4664,,,,,2023,,,,,,,,
4460,,,,,2023,,,,,,,,
4668,,,,,2023,,,,,,,,
4462,,,,,2023,,,,,,,,
7077,,,,2022,,,,,,,1,3,2013
11051,,,,,,,,2026,,,29,4,2022
9729,,,,,2023,,,,,,19,12,2018
437,,,,,,,,,,2028,1,7,1970
2645,,,,,,,,,2027,,,,
8120,,,,,,,,,,2028,30,12,2014
8121,,,,,2023,,,,,,30,12,2014
10752,,,,,,,2025,,,,14,7,2021
1309,,,,,,,,,,2028,17,1,2003
1310,,,,,,,,,,2028,17,1,2003
7327,,,,,,,,2026,,,6,6,2013
1311,,,,,,,,,,2028,17,1,2003
1312,,,,,,,,,,2028,17,1,2003
4710,,,,,,2024,,,,,,,
8903,,,,,,,,,,2028,28,9,2016
8904,,,,,,,,,,2028,28,9,2016
2028,,,,,,,,,2027,,17,9,1997
10323,,,,,,2024,,,,,5,8,2020
5742,,,,,,,,,,2028,28,8,2009
10866,,,,,,,,2026,,,1,4,2022
10027,,,,,2023,,,,,,10,10,2019
9973,,,,,2023,,,,,,17,6,2019
11366,,,,,,,,,2027,,14,9,2022
11368,,,,,,,,,2027,,14,9,2022
11367,,,,,,,,,2027,,14,9,2022
2503,,,,2022,,,,,,,15,10,1997
11172,,,,,,,,,2027,,30,9,2022
1665,,,,,2023,,,,,,23,12,1982
9938,,,,,2023,,,,,,3,7,2019
2768,,,,,,,,2026,,,18,11,1998
4466,,,,,2023,,,,,,,,
6955,,,,,,,,,2027,,13,9,2012
7284,,,,,,,,,,2028,7,8,2013
4560,,,,,2023,,,,,,,,
4562,,,,,2023,,,,,,,,
7158,,,,,2023,,,,,,,,
11877,,,,,,,,,,2028,22,7,2024
11878,,,,,,,,,,2028,22,7,2024
11879,,,,,,,,,,2028,22,7,2024
11239,,,,,,,,,2027,,16,2,2022
7824,,,,,2023,,,,,,23,6,2014
4580,,,,,2023,,,,,,,,
4579,,,,,2023,,,,,,,,
4637,,,,,2023,,,,,,,,
4575,,,,,2023,,,,,,,,
4643,,,,,2023,,,,,,,,
4574,,,,,2023,,,,,,,,
4644,,,,,2023,,,,,,,,
4469,,,,,2023,,,,,,,,
4561,,,,,2023,,,,,,,,
4573,,,,,2023,,,,,,,,
2139,,,,2022,,,,,,,26,9,1994
2140,,,,2022,,,,,,,11,4,1991
899,,,,,,,,,,2028,15,11,1994
11800,,,,,,,,,,2028,11,6,2024
4615,,,,,2023,,,,,,,,
11182,,,,,,,,,2027,,9,12,2022
893,,,,,2023,,,,,,12,8,1991
3881,,,,,2023,,,,,,11,6,2003
9146,,,,,2023,,,,,,20,12,2016
4626,,,,,2023,,,,,,,,
4604,,,,,2023,,,,,,,,
4507,,,,,2023,,,,,,,,
2924,,,,,,,,,,2028,11,8,2002
4518,,,,,2023,,,,,,,,
11801,,,,,,,,,,2028,11,6,2024
9147,,,,,,,,,,2028,20,12,2016
7598,,,,,2023,,,,,,18,2,2014
2137,,,,,2023,,,,,,11,4,1991
5044,,,,,2023,,,,,,17,10,2006
8640,,,,,,2024,,,,,9,6,2016
3944,,,,,,,,,2027,,5,1,2006
10421,,,,,,2024,,,,,28,10,2020
8412,,,,,2023,,,,,,7,7,2015
11792,,,,,,,,,,2028,14,3,2024
11847,,,,,,,,,,2028,20,2,2024
10271,,,,,,,,,,2028,14,5,2020
1129,,,,,,,,2026,,,26,,1997
10272,,,,,,,,,,2028,13,5,2020
1130,,,,,,,,2026,,,26,,1997
1854,,,,,,,,2026,,,6,11,2003
1106,,,,,,,,2026,,,2,5,2003
10280,,,,,,2024,,,,,5,8,2020
1105,,,,,,,,2026,,,2,5,2003
5094,,,,,,,,2026,,,15,11,2007
806,,,,,,,,2026,,,18,7,2003
6988,,,,2022,,,,,,,19,12,2012
9367,,,,,,,,2026,,,21,11,2017
6251,,,,,,,,,,2028,18,3,2011
5384,,,,,,,,2026,,,18,2,2009
10860,,,,,,,,2026,,,2,11,2021
7025,,,,,,,,2026,,,12,12,2012
11609,,,,,,,,,,2028,20,11,2023
730,,,,,,,,,2027,,15,12,1989
1131,,,,,,,,2026,,,26,,1997
9849,,,,,,2024,,,,,30,1,2019
1132,,,,,,,,2026,,,26,,1997
8322,,,,,2023,,,,,,15,7,2015
1478,,,,,,,,,,2028,2,6,2002
6457,,,,,,2024,,,,,16,11,2011
8919,,,,,,2024,,,,,20,12,2016
1104,,,,,,,,2026,,,7,5,2003
5545,,,,,,2024,,,,,17,5,2006
8820,,,,,2023,,,,,,5,10,2016
5093,,,,,,,,,,2028,15,11,2007
793,,,,,,,,2026,,,21,5,2003
6351,,,,,,2024,,,,,21,7,2011
1855,,,,,,,,2026,,,28,7,2004
8838,,,,,,2024,,,,,15,7,2016
10922,,,,,,,,2026,,,9,12,2021
6781,,,,,,,,,,2028,28,6,2012
11565,,,,,,,2025,,,,28,4,2021
11725,,,,,,,,,,2028,29,2,2024
9982,,,,,,,,,,2028,3,7,2019
6138,,,,,,,,,2027,,2,11,2010
6475,,,,,2023,,,,,,14,10,2011
6288,,,,,,2024,,,,,9,5,2011
8706,,,,,2023,,,,,,19,5,2016
11796,,,,,,,,,,2028,26,6,2024
10422,,,,,,2024,,,,,28,10,2020
8609,,,,,,,,,2027,,21,4,2015
6782,,,,,,,,,,2028,28,6,2012
11564,,,,,,,2025,,,,28,4,2021
11579,,,,,,,,,2027,,14,9,2023
11793,,,,,,,,,,2028,14,3,2024
1671,,,,,,,,,2027,,10,11,2002
6602,,,,,,2024,,,,,9,5,2011
6603,,,,,,2024,,,,,9,5,2011
11843,,,,,,,,,,2028,14,3,2024
2263,,,,,2023,,,,,,11,4,1991
3943,,,,,,,,2026,,,5,1,2005
6283,,,,,,2024,,,,,27,5,2011
1659,,,,,2023,,,,,,18,10,2002
1498,,,,,,,,2026,,,13,6,2003
8621,,,,,2023,,,,,,11,2,2016
8620,,,,,2023,,,,,,11,2,2016
1658,REP,,2021,,,,,,,,18,10,2002
1503,,,,,,,,2026,,,13,6,2003
11834,,,,,,,,,,2028,28,2,2024
11689,,,,,,,,,,2028,19,12,2023
9632,,,,,2023,,,,,,14,8,2018
1842,,,,,,,,2026,,,21,11,2003
2272,,,,2022,,,,,,,6,7,2000
5966,,,,2022,,,,,,,7,7,2010
1394,,,,,,2024,,,,,5,7,2004
9240,,,,,,,,2026,,,12,4,2017
2334,,,,2022,,,,,,,8,1,2003
5944,,,,,,2024,,,,,14,5,2010
5774,,,,,,,2025,,,,20,1,2010
6719,,,,,2023,,,,,,11,8,2011
1395,,,,2022,,,,,,,4,2,2003
5382,,,,,,,,,,2028,18,2,2009
9633,,,,,2023,,,,,,14,8,2018
6529,,,,,,2024,,,,,9,5,2011
1820,,,,2022,,,,,,,28,5,1997
6605,,,,,,2024,,,,,9,5,2011
6604,,,,,,2024,,,,,9,5,2011
6530,,,,,,2024,,,,,9,5,2011
6422,,,,,,2024,,,,,11,8,2011
7242,,,,,,2024,,,,,11,8,2011
1660,,,,,,,,,2027,,19,3,2003
2266,,,,2022,,,,,,,1,10,2003
9132,,,,,,,,,2027,,29,9,2014
3354,,,,,,,2025,,,,14,11,2003
6505,,,,,2023,,,,,,14,10,2011
9129,,,,,,,,,2027,,5,3,2015
5717,,,,,2023,,,,,,28,10,2009
6786,,,,,,,,,,2028,28,6,2012
6787,,,,,,,,,,2028,28,6,2012
6891,,,,,,,,,,2028,17,8,2012
7618,,,,,,,,,,2028,31,5,2014
11034,,,,,,,,2026,,,28,6,2012
11721,,,,,,,,,,2028,29,2,2024
11722,,,,,,,,,,2028,29,2,2024
11723,,,,,,,,,,2028,29,2,2024
11724,,,,,,,,,,2028,29,2,2024
5202,,,,,,,,2026,,,2,1,2008
7819,,,,,2023,,,,,,19,8,2014
1618,,,,,,2024,,,,,22,5,2002
1570,,,,,,,,,,2028,20,2,1985
1571,,,,,,,,,,2028,20,2,1985
755,,,,2022,,,,,,,24,10,2003
9696,,,,,2023,,,,,,6,3,2019
11583,,,,,,,,2026,,,3,6,2022
11835,,,,,,,,,,2028,11,6,2024
11836,,,,,,,,,,2028,11,6,2024
2271,,,,2022,,,,,,,4,4,2003
6784,,,,,,,,,,2028,28,6,2012
6785,,,,,,,,,,2028,28,6,2012
6892,,,,,,,,,,2028,17,8,2012
7617,,,,,,,,,,2028,31,5,2014
10075,,,,,,,,,,2028,16,10,2019
10928,,,,,,,,2026,,,13,5,2022
10929,,,,,,,,2026,,,13,5,2022
10930,,,,,,,,2026,,,13,5,2022
10931,,,,,,,,2026,,,13,5,2022
10932,,,,,,,,2026,,,13,5,2022
11720,,,,,,,,,,2028,29,2,2024
5201,,,,,,,,2026,,,2,1,2008
6912,,,,,,,,2026,,,19,10,2012
9144,,,,,2023,,,,,,20,12,2016
7818,,,,,2023,,,,,,19,8,2014
7923,,,,,2023,,,,,,14,10,2014
7779,,,,,2023,,,,,,5,9,2014
9127,,,,,,,,,2027,,5,3,2015
3263,,,,,2023,,,,,,14,11,2003
1617,,,,,,2024,,,,,19,7,2000
5716,,,,,2023,,,,,,28,10,2009
2332,,,,2022,,,,,,,8,1,2003
9697,,,,,2023,,,,,,6,3,2019
8876,,,,,,2024,,,,,15,7,2016
1062,,,,,,,,,,2028,4,8,2004
8879,,,,,,,,,,2028,22,9,2016
5245,,,,,,,,,2027,,18,7,2008
753,,,,,,,,2026,,,25,2,2004
1682,REP,,2021,,,,,,,,18,10,2002
1124,,,,,,,,,,2028,21,11,1992
8880,,,,,,,,,,2028,22,9,2016
1726,,,,,,,,,2027,,27,2,2004
754,,,,,,,,2026,,,25,2,2004
